table_name,comment,Arabic comment,English comment
IAS_FRM_FLD,ÊÑãíÒ ÇáÌÏÇæá æÇáÍÞæá ÇáÊí ÚáíåÇ ÕáÇÍíÇÊ,ترميز الجداول والحقول التي عليها صلاحيات,Coding tables and fields that have powers
IAS_FRM_FLD_PRIV,ÕáÇÍíÇÊ ÇáãÓÊÎÏãíä Úáì ÇáÍÞæá,صلاحيات المستخدمين على الحقول,The powers of users on the fields
IAS_GET_PI_INCOM_TMP,,,
IAS_GLRQ_TYPES,ÃäæÇÚ ÇáØáÈÇÊ,أنواع الطلبات,Types of requests
IAS_GLRQ_TYPES_PRIV,ÕáÇÍíÇÊ ÃäæÇÚ ÇáØáÈÇÊ,صلاحيات أنواع الطلبات,The powers of the types of requests
IAS_GL_CSHFLW_AC,,,
IAS_GL_CSHFLW_DTL,,,
IAS_GL_CSHFLW_FLD,,,
IAS_GL_CSHFLW_FLD_DTL,,,
IAS_GL_CSHFLW_MST,,,
IAS_GL_CSHFLW_TMP,,,
IAS_GL_REQ_DTL,,,
IAS_GL_REQ_MST,,,
IAS_GNR_CODE_DTL,ÇáÊÑãíÒÇÊ ÇáÚÇãÉ ÊÝÕíáí,الترميزات العامة تفصيلي,Settled general codes
IAS_GNR_CODE_MST,ÇáÊÑãíÒÇÊ ÇáÚÇãÉ ÑÆíÓí,الترميزات العامة رئيسي,General symbols major
IAS_GNR_CODE_PRV,,,
IAS_GNR_CRD_IDNTTY,,,
IAS_GRNT_DTL,,,
IAS_GRNT_INCR_MST,,,
IAS_GRNT_MST,,,
IAS_GRN_TYPES,ÃäæÇÚ ÃÐæä ÇáÊæÑíÏ ÇáãÍáíÉ,أنواع أذون التوريد المحلية,Types of local supply bills
IAS_GRP_CST_ACCNT,ÍÓÇÈÇÊ ãÌãæÚÉ ÇáÚãáÇÁ,حسابات مجموعة العملاء,Customer group accounts
IAS_GRP_ITM_LVL,,,
IAS_GRP_ITM_LVL_TREE,ÔÌÑÉ ãÓÊæíÇÊ ãÌãæÚÇÊ ÇáÇÕäÇÝ,شجرة مستويات مجموعات الاصناف,Classy groups levels tree
IAS_GR_INCOMING_DTL,ÅÐä ÇáÊæÑíÏ ÇáãÎÒäí - ÊÍáíáí,إذن التوريد المخزني - تحليلي,So store supply - analytical
IAS_GR_INCOMING_MST,ÅÐä ÇáÊæÑíÏ ÇáãÎÒäí - ÑÆíÓí,إذن التوريد المخزني - رئيسي,Makhzen supply permission - major
IAS_INCOUT_DTL,ÅÐä ÊæÑíÏ - ÕÑÝ ÃãÇäÇÊ - ÊÍáíáí,إذن توريد - صرف أمانات - تحليلي,Verry supply - Amana - Analytical
IAS_INCOUT_MST,ÅÐä ÊæÑíÏ - ÕÑÝ ÃãÇäÇÊ - ÑÆíÓí,إذن توريد - صرف أمانات - رئيسي,Vers for supply - Maintenance - Main
IAS_INSRNCE_CARD,,,
IAS_INSRNCE_CARD_CHRONIC,,,
IAS_INSRNCE_CLSS_GRP_ITM_OUT,ØÑÞ ÕÑÝ ãÌãæÚÉ ÃÕäÇÝ ÇáÊÃãíä,طرق صرف مجموعة أصناف التأمين,Methods of disbursing a set of insurance varieties
IAS_INSRNCE_CLSS_ITM_TYP,,,
IAS_INSRNCE_CLSS_LMT_DOC,,,
IAS_INSRNCE_CLSS_LMT_MNTH,,,
IAS_INSRNCE_CLSS_MDCL_NET,,,
IAS_INSRNCE_CMP,,,
IAS_INSRNCE_CMP_CLSS,,,
IAS_INSRNCE_CMP_SRVC_ITM_TAX,ÇáÇÕäÇÝ ÇáÎÏãíÉ áÖÑíÈÉ ÇáÊÍãá áÔÑßÇÊ ÇáÊÃãíä,الاصناف الخدمية لضريبة التحمل لشركات التأمين,Service varieties for endurance for insurance companies
IAS_INSRNCE_CNTRCT_CNDTN,ÔÑæØ ÇáÊÚÇÞÏ ááÚãáÇÁ,شروط التعاقد للعملاء,Conditions of contracting to customers
IAS_INSRNCE_CNTRCT_CNDTN_BILL,ÔÑæØ ÇáÊÚÇÞÏ áÔÑßÇÊ ÇáÊÃãíä áÝæÇÊíÑ ÇáãÈíÚÇÊ,شروط التعاقد لشركات التأمين لفواتير المبيعات,Conditions for contracting insurance companies for sales invoices
IAS_INSRNCE_ITM_GRP_DTL,ãÌãæÚÉ ÅÕäÇÝ ÇáÊÃãíä - ÊÍáíáí,مجموعة إصناف التأمين - تحليلي,Insurance variety - analytical
IAS_INSRNCE_ITM_GRP_MST,ãÌãæÚÉ ÅÕäÇÝ ÇáÊÃãíä - ÑÆíÓí,مجموعة إصناف التأمين - رئيسي,Insurance variety - main
IAS_INSTALLMENT_OTHRS,ØáÈÇÊ ÃÞÓÇØ ÇáÚãáÇÁ,طلبات أقساط العملاء,Customer premium requests
IAS_INSTALLMENT_PI,ÃÞÓÇØ ÇáãæÑÏíä,أقساط الموردين,Suppliers installments
IAS_INSTLMNT_CMPNY,,,
IAS_INV_BARCODE_CONFG,,,
IAS_INV_CNCRT_DTL,,,
IAS_INV_CNCRT_DTL_CP,,,
IAS_INV_MACHINE_DTL,,,
IAS_INV_MACHINE_MST,,,
IAS_INV_MACHINE_SUB_DTL,,,
IAS_INV_MANAGEMENT,ÊÞÇÑíÑ ÇáãÎÒæä ÇáÅÏÇÑíÉ,تقارير المخزون الإدارية,Administrative stock reports
IAS_INV_MANAGEMENT_TMP,ÊÞÇÑíÑ ÇáãÎÒæä ÇáÅÏÇÑíÉ-ãÄÞÊ,تقارير المخزون الإدارية-مؤقت,Administrative stock reports
IAS_INV_MINUS_QTY_TMP,,,
IAS_INV_RT_BILL_DTL,,,
IAS_INV_RT_BILL_MST,,,
IAS_INV_TYPES,ÃäæÇÚ ÇáÌÑÏ,أنواع الجرد,Types of inventory
IAS_ITEMS_ACTIVITY,ÈíÇäÇÊ ÇáÃäÔØÉ,بيانات الأنشطة,Activities data
IAS_ITEMS_ACTIVITY_PRIV,ÕáÇÍíÇÊ ÈíÇäÇÊ ÇáÃäÔØÉ,صلاحيات بيانات الأنشطة,Activities data powers
IAS_ITEMS_COLLECT_TMP,,,
IAS_ITEMS_NOT_STORE_TMP,ÛíÑ ãÎÒæä-ãÄÞÊ,غير مخزون-مؤقت,Unqualified-temporary
IAS_ITEMS_PRICE_TMP,,,
IAS_ITEMS_REQ_TMP,,,
IAS_ITEMS_STORE_TMP,ãÎÒæä-ãÄÞÊ,مخزون-مؤقت,Stock-timer
IAS_ITEM_DTL_TMP,,,
IAS_ITEM_LEVELS,ÑõÊÈ ÇáÃÕäÇÝ,رُتب الأصناف,The varieties were arranged
IAS_ITEM_MST,,,
IAS_ITEM_MST_TMP,,,
IAS_ITEM_PRICE,ÊÓÚíÑÉ ÇáÃÕäÇÝ,تسعيرة الأصناف,Variety of varieties
IAS_ITEM_PRICE_AHM,,,
IAS_ITEM_PRICE_HISTORY,ÑÞÇÈÉ ÊÓÚíÑÉ ÇáÃÕäÇÝ,رقابة تسعيرة الأصناف,Classification of varieties
IAS_ITEM_PRICE_SM,,,
IAS_ITEM_PRICE_TMP,,,
IAS_ITEM_REQUIREMENTS,ÊÑãíÒ ÇáÕäÝ ÇáãÓÊáÒã,ترميز الصنف المستلزم,Coding the required variety
IAS_ITEM_SERIALNO,ÍÑßÉ ÇáÃÑÞÇã ÇáÊÓáÓáíÉ,حركة الأرقام التسلسلية,Serial numbers movement
IAS_ITEM_SERIALNO_BR,ÍÑßÉ ÇáÃÑÞÇã ÇáÊÓáÓáíÉ,حركة الأرقام التسلسلية,Serial numbers movement
IAS_ITEM_SERIALNO_CB_TMP,,,
IAS_ITEM_SERIALNO_GRN,ÇáÃÑÞÇã ÇáÊÓáÓáíÉ-ãÔÊÑíÇÊ ãÍáíÉ,الأرقام التسلسلية-مشتريات محلية,Serial numbers-local purchases
IAS_ITEM_SERIALNO_OTHRS,ÍÑßÉ ÇáÃÑÞÇã ÇáÊÓáÓáíÉ,حركة الأرقام التسلسلية,Serial numbers movement
IAS_ITEM_SERIAL_DESC,,,
IAS_ITMAGING_TMP,,,
IAS_ITMS_TRNSFR_QTY_TMP,ßãíÇÊ ÇáÇÕäÇÝ ÇáãÍæáÉ - ãÄÞÊ,كميات الاصناف المحولة - مؤقت,The quantities of converted varieties - temporary
IAS_ITM_ALTRNTV,,,
IAS_ITM_ATTACH,ÑÈØ ÇáÃÕäÇÝ ÈÇáãÑÝÞÇÊ,ربط الأصناف بالمرفقات,Connect varieties to attachments
IAS_ITM_ATTACH_MOVEMENT,ÍÑßÉ ãáÍÞÇÊ ÇáÃÕäÇÝ,حركة ملحقات الأصناف,Varieties extensions movement
IAS_ITM_ATTACH_MOVEMENT_BR,,,
IAS_ITM_ATTACH_MOVEMENT_CB_TMP,,,
IAS_ITM_ATTACH_OTHRS,ØáÈÇÊ ãáÍÞÇÊ ÇáÃÕäÇÝ,طلبات ملحقات الأصناف,Varieties accessories requests
IAS_ITM_BATCH,,,
IAS_ITM_BATCH_OLD,,,
IAS_ITM_DTL,ÈíÇäÇÊ ÇáÃÕäÇÝ - ÊÍáíáí,بيانات الأصناف - تحليلي,Varieties data - analytical
IAS_ITM_GRANT_CARD,,,
IAS_ITM_GRANT_CARD_BK,,,
IAS_ITM_GRANT_CARD_DTL,ßÑÊ ÇáÖãÇä-ÊÍáíáí,كرت الضمان-تحليلي,The warranty card-analysis
IAS_ITM_GRANT_CARD_DTL_OLD,ÌÏæá ÇáÖãÇä - ÊÍáíáí,جدول الضمان - تحليلي,Schedule of guarantee - analysis
IAS_ITM_GRANT_CARD_K2,,,
IAS_ITM_GRANT_CARD_KK,,,
IAS_ITM_GRANT_CARD_MST,ßÑÊ ÇáÖãÇä-ÑÆíÓí,كرت الضمان-رئيسي,The warranty card
IAS_ITM_GRANT_CARD_MST_OLD,ÌÏæá ÇáÖãÇä - ÑÆíÓí,جدول الضمان - رئيسي,Schedule of guarantee - main
IAS_ITM_GRANT_CARD_OLD,ÑÞã ÇáÓÌá Ýí ÇáÏíÊíá ááÝÇÊæÑÉ,رقم السجل في الديتيل للفاتورة,Detil registry number for the bill
IAS_ITM_GRANT_CARD_SUB_DTL_OLD,ÌÏæá ÇáÖãÇä - ÊÝÕíáí ááÊÍáíáí,جدول الضمان - تفصيلي للتحليلي,Schedule of guarantee - detailed for analytical
IAS_ITM_LVL_MEASURE,ÑÊÈ _ ãÓÊæíÇÊ ÇáÇÕäÇÝ,رتب _ مستويات الاصناف,Arrange _ items levels
IAS_ITM_LVL_MEASURE_DTL,ÈäæÏ ÑÊÈ _ ãÓÊæíÇÊ ÇáÇÕäÇÝ,بنود رتب _ مستويات الاصناف,Rank items _ items levels
IAS_ITM_MEASUR_DTL,ÊÞííã ÇáÇÕäÇÝ - ÊÍáíáí,تقييم الاصناف - تحليلي,Class assessment - analytical
IAS_ITM_MEASUR_MST,ÊÞííã ÇáÇÕäÇÝ - ÑÆíÓí,تقييم الاصناف - رئيسي,Varietic evaluation - main
IAS_ITM_MOVE_TMP,,,
IAS_ITM_MST,ÈíÇäÇÊ ÇáÃÕäÇÝ,بيانات الأصناف,Varieties data
IAS_ITM_MST1,,,
IAS_ITM_ONLINE,,,
IAS_ITM_ONLINE_IMG,,,
IAS_ITM_PERIODIC_COST,ÌÏæá ÇáÅÞÝÇá ÇáãÎÒäí ááÌÑÏ ÇáÏæÑí,جدول الإقفال المخزني للجرد الدوري,The store lock schedule for periodic inventory
IAS_ITM_QTY_LMT,,,
IAS_ITM_SALES_AGE,ÅÍÊÓÇÈ ÚãÑÇáãÈíÚÇÊ ÍÓÈ ÇáÕäÝ æÇáãÎÒä,إحتساب عمرالمبيعات حسب الصنف والمخزن,Calculate the sales of sales according to the category and the store
IAS_ITM_SMAN,ÑÈØ ÇáÃÕäÇÝ ÈÇáãäÏæÈíä,ربط الأصناف بالمندوبين,Connecting items to delegates
IAS_ITM_UNT_BARCODE,ÈÇÑßæÏÇÊ ÇáÕäÝ,باركودات الصنف,Category Barcode
IAS_ITM_UNT_BARCODE_BK,,,
IAS_ITM_UNT_BARCODE_BKP,,,
IAS_ITM_UNT_BARCODE_TEMP,,,
IAS_ITM_UNT_BARCODE_TMP,,,
IAS_ITM_USD_MCHN,,,
IAS_ITM_USD_MCHN_IMG,,,
IAS_ITM_WCODE,ÍÏ ÇáØáÈ ÇáÇÏäì æÇáÇÚáì ÍÓÈ ÇáÕäÝ æÇáãÎÒä,حد الطلب الادنى والاعلى حسب الصنف والمخزن,"Lower and higher demand, according to the category and the store"
IAS_ITM_WCODE11,,,
IAS_ITM_WCODE_BR,ÌÏæá ãÒÇãäÉ ÇáßãíÉ ÇáãÊæÝÑå Ýí ÇáÝÑæÚ,جدول مزامنة الكمية المتوفره في الفروع,A schedule of synchronization of the quantity available in the branches
IAS_ITM_WTAVG_TMP,,,
IAS_JRS_FLDORDR_DTL,,,
IAS_JRS_FLDORDR_MST,ÊÑäíÈ ÇáÍÞæá- ÑÆíÓí,ترنيب الحقول- رئيسي,Ranking of fields- main
IAS_KIMB_ADJUSTMENT,ÊÓæíÉ ÇáßãÈíÇáÇÊ,تسوية الكمبيالات,Settlement of bills
IAS_KIT_ITEMS_RANK_TMP,,,
IAS_KIT_ITMS_SAL_DTL,ÍÑßÉ ãÈíÚÇÊ ãßæäÇÊ ÇáÇÕäÇÝ ÇáãÑßÈå,حركة مبيعات مكونات الاصناف المركبه,Movement for component components
IAS_KIT_ITMS_SAL_DTL_BR,ÍÑßÉ ãÈíÚÇÊ ãßæäÇÊ ÇáÇÕäÇÝ ÇáãÑßÈå,حركة مبيعات مكونات الاصناف المركبه,Movement for component components
IAS_KIT_ITM_CMPNNT_TMP,,,
IAS_LABELS_FR,,,
IAS_LGHT_DOC_BRN,ãÒÇãäÉ ÇáæËÇÆÞ áäÙÇã ÇáÇæäßÓ áÇíÊ,مزامنة الوثائق لنظام الاونكس لايت,Documents synchronization for UNX Light System
IAS_LOG,,,
IAS_LOGS,áæÌÒ - ÓÌá ÇáÃÏÇÁ,لوجز - سجل الأداء,Logs - Performance Register
IAS_LOW_LMT_PRD_STOCK,ÝÊÑÉ ÇáÍÏ ÇáÃÏäí ááãÎÒæä,فترة الحد الأدني للمخزون,The minimum stock of stock
IAS_MACHINES,äÓÈÉ ÇáÚáÇæÉ,نسبة العلاوة,The percentage of bonus
IAS_MAINSUB_GRP_DTL,ÇáãÌãæÚÇÊ ÇáÝÑÚíÉ,المجموعات الفرعية,Sub -groups
IAS_MEASUR_DSC_ITM_DTL,,,
IAS_MEASUR_DSC_ITM_MST,,,
IAS_MEASUR_DSC_ITM_TRNS,,,
IAS_MEDICAL_NET,ÇáÔÈßÇÊ ÇáØÈíÉ,الشبكات الطبية,Medical networks
IAS_MISSING_DOC_TMP,ÊÞÑíÑ ÇáÓäÏÇÊ ÇáãÝÞæÏÉ,تقرير السندات المفقودة,Lost bond report
IAS_MIS_EQ_DTL_TMP,äÙÇã ÇáÊÞÇÑíÑ ÇáÇÏÇÑíÉ - ÊÍáíáí,نظام التقارير الادارية - تحليلي,Administrative reports system - analytical
IAS_MIS_EQ_MST_TMP,äÙÇã ÇáÊÞÇÑíÑ ÇáÇÏÇÑíÉ - ÑÆíÓí,نظام التقارير الادارية - رئيسي,Administrative reports system - major
IAS_MNDTRY_SCR,,,
IAS_MNDTRY_SCR_FIELDS,,,
IAS_MOBILE_NTFCTN,,,
IAS_MSGS_FR,,,
IAS_MSG_SMS,ÑÓÇÆá ÇáÌæÇá,رسائل الجوال,Mobile messages
IAS_MSG_SMS_DTL,,,
IAS_MSG_USER,ÑÓÇÆá ÇáãÓÊÎÏãíä,رسائل المستخدمين,User messages
IAS_MSG_USER_DTL,ÑÓÇÆá ÇáãÓÊÎÏãíä - ÊÍáíáí,رسائل المستخدمين - تحليلي,User messages - analysis
IAS_NOTES_USER,ÌÏæáÉ ÇáÃÚãÇá - ÇáãáÇÍÙÇÊ,جدولة الأعمال - الملاحظات,Business schedule - notes
IAS_NOTE_TYPES,ÇäæÇÚ ÇáÇÔÚÇÑÇÊ,انواع الاشعارات,Types of notifications
IAS_NUM_UNT_PRICE,,,
IAS_ONLINE_CONN_WC,ÑÈØ ÇáÝÑæÚ ÈÇáãÎÇÒä ááãÊÌÑ ÇáÇáßÊÑæäí,ربط الفروع بالمخازن للمتجر الالكتروني,Linking the branches to the stores to the electronic store
IAS_ONLINE_CONN_WC_RGN,ÑÈØ ÇáãÎÇÒä ÈÇáãæÇÞÚ ÇáÎÛÑÝíÉ,ربط المخازن بالمواقع الخغرفية,Connect warehouses to geographical sites
IAS_OPEN_STOCK,ÇáãÎÒæä ÇáÅÝÊÊÇÍí,المخزون الإفتتاحي,The opening stock
IAS_OUTGOING_DTL,ÃæÇãÑ ÇáÕÑÝ ÇáãÎÒäíÉ - ÊÍáíáí,أوامر الصرف المخزنية - تحليلي,Standard exchange orders - analytical
IAS_OUTGOING_DTL_BR,,,
IAS_OUTGOING_MST,,,
IAS_OUTGOING_MST_BR,,,
IAS_OUTGOING_MST_BR_TMP,,,
IAS_OUTGOING_MST_TMP,,,
IAS_OUTGOING_PLAN_DTL,ãÎØØ ÇáÕÑÝ ÇáãÎÒäí ÊÝÕíáí,مخطط الصرف المخزني تفصيلي,Displayed drainage scheme
IAS_OUTGOING_PLAN_MST,ãÎØØ ÇáÕÑÝ ÇáãÎÒäí ÑÆíÓí,مخطط الصرف المخزني رئيسي,The main drainage scheme
IAS_OUT_REQUEST_DTL,ØáÈÇÊ ÇáÕÑÝ æÇáÊÍæíá - ÊÍáíáí,طلبات الصرف والتحويل - تحليلي,Applications for exchange and transfer - analytical
IAS_OUT_REQUEST_MST,ØáÈÇÊ ÇáÕÑÝ æÇáÊÍæíá - ÑÆíÓí,طلبات الصرف والتحويل - رئيسي,Applications for exchange and transfer - major
IAS_OUT_REQUEST_MSTS_TMP,,,
IAS_OUT_REQUEST_MST_TMP,,,
IAS_PARA_AP,,,
IAS_PARA_AP_N,,,
IAS_PARA_AR,,,
IAS_PARA_AR_BK,,,
IAS_PARA_AR_OLD,,,
IAS_PARA_GEN,,,
IAS_PARA_GEN_CPY,,,
IAS_PARA_GL,,,
IAS_PARA_INV,ÊåíÆÉ äÙÜÇã ÇáãÎÇÒä - ÇáãÊÛíÑÇÊ,تهيئة نظـام المخازن - المتغيرات,Creating stores - variables
IAS_PARA_LGHT,,,
IAS_PARA_MOB_INV,,,
IAS_PARA_ONLINE,ÌÏæá ÇáÈíÇäÇÊ ÇáÇÝÊÑÇÕíÉ  ÇáÇáßÊÑæäí,جدول البيانات الافتراصية  الالكتروني,Electronic Specific Svcription
IAS_PARA_POS_OLD,,,
IAS_PARA_REP_DTL,ÌÏæá ÇáÇÓÊÚáÇãÇÊ - ÊÍáíáí,جدول الاستعلامات - تحليلي,Information Schedule - Analytical
IAS_PARA_REP_MST,ÌÏæá ÇáÇÓÊÚáÇãÇÊ - ÑÆíÓí,جدول الاستعلامات - رئيسي,Information Schedule - Main
IAS_PARA_TSTCMPLT,,,
IAS_PAY_TRUST_DTL,ÊÕÝíÉ ÚåÏ ÇáãæÙÝíä ÇáãÎÒäíÉ - ÊÍáíáí,تصفية عهد الموظفين المخزنية - تحليلي,Liquidation of the era of the store staff - analytical
IAS_PAY_TRUST_MST,ÊÕÝíÉ ÚåÏ ÇáãæÙÝíä ÇáãÎÒäíÉ - ÑÆíÓí,تصفية عهد الموظفين المخزنية - رئيسي,Liquidation of the era of the store staff - the main
IAS_PERIOD_CURR_DIFF_OLD,,,
IAS_PERIOD_EX_RATE,ÃÓÚÇÑ ÊÍæíá ÇáÚãáÇÊ ááÅÞÝÇá ÇáÔåÑí,أسعار تحويل العملات للإقفال الشهري,Currency transfer rates for monthly closure
IAS_PERIOD_EX_RATE_DAY,ÃÓÚÇÑ ÊÍæíá ÇáÅÞÝÇá Çáíæãí áÝÑæÞ ÇáÚãáÉ,أسعار تحويل الإقفال اليومي لفروق العملة,Daily closing prices for currency differences
IAS_PI_BILL_ADD_DISC_BILLS,,,
IAS_PI_BILL_DTL,ÇáãÔÊÑíÇÊ - ÊÍáíáí,المشتريات - تحليلي,Purchases - analysis
IAS_PI_BILL_DTL_ADD_DISC,ÇáÎÕæãÇÊ ÇáÇÖÇÝíÉ áÝæÇÊíÑÇáãÔÊÑíÇÊ ÊÍáíáí,الخصومات الاضافية لفواتيرالمشتريات تحليلي,Additional discounts for purchasing bills
IAS_PI_BILL_DTL_OL,,,
IAS_PI_BILL_EXPND,ãÕÇÑíÝ ÇÎÑì ááÝÇÊæÑÉ,مصاريف اخرى للفاتورة,Other expenses for the bill
IAS_PI_BILL_JRNL,,,
IAS_PI_BILL_MST,,,
IAS_PI_BILL_MST1,,,
IAS_PI_BILL_MST_ADD_DISC,ÇáÎÕæãÇÊ ÇáÇÖÇÝíÉ áÝæÇÊíÑÇáãÔÊÑíÇÊ,الخصومات الاضافية لفواتيرالمشتريات,Additional discounts for purchasing bills
IAS_PI_DSTR_CR_AMT,,,
IAS_PI_DSTR_CR_AMT_TMP,,,
IAS_PI_ITM_EXPNS,,,
IAS_PJ_ACTV,,,
IAS_PJ_TREE,ÔÌÑÉ ÇáãÔÇÑíÚ ÇáãÕÚÏÉ,شجرة المشاريع المصعدة,Ascended project tree
IAS_PL_CLOSING_TMP,,,
IAS_POINT_CALC_TRNS,ÍÑßÉ ÇÍÊÓÇÈ ÇáäÞÇØ,حركة احتساب النقاط,Point calculation movement
IAS_POINT_CALC_TRNS2,,,
IAS_POINT_CALC_TRNS22,,,
IAS_POINT_CALC_TRNS_BR,,,
IAS_POINT_CALC_TRNS_OLD,,,
IAS_POINT_TYP_CALC_DTL,ÊÑãíÒ ØÑíÞÉ ÇÍÊÓÇÈ ÇáäÞÇØ,ترميز طريقة احتساب النقاط,Coding the way to calculate points
IAS_POINT_TYP_GRP_DTL,,,
IAS_POINT_TYP_MST,ÊÑãíÒ ÈÑÇãÌ äÞÇØí ÑÆíÓí,ترميز برامج نقاطي رئيسي,Main points coding programs
IAS_POINT_TYP_RPLC_DTL,ÊÑãíÒ ØÑíÞÉ ÇÓÊÈÏÇá ÇáäÞÇØ,ترميز طريقة استبدال النقاط,Coding the way to replace the points
IAS_PORDER_TYPES,,,
IAS_POST_DTL,ÞÈá ÇáÊÑÍíá - ÊÍáíáí,قبل الترحيل - تحليلي,Before deportation - analysis
IAS_POST_DTL_BR,,,
IAS_POST_DTL_CB_TMP,,,
IAS_POST_DTL_OLD,,,
IAS_POST_DTL_TMP,,,
IAS_POST_MST,ÇáÊÑÍíáÇÊ - ÑÆíÓí,الترحيلات - رئيسي,Deportations - main
IAS_POST_MST_BR,,,
IAS_POST_MST_CB_TMP,,,
IAS_POS_BILL_PST_AUTO_TMP,,,
IAS_POS_BILL_PST_TMP,,,
IAS_POS_CARD_OLD,,,
IAS_POS_CHANGE_BILL_TMP,,,
IAS_POS_COUPON_BILL_TMP,,,
IAS_POS_CUST_CARD_AMT_TMP,,,
IAS_POS_MINUS_BILL_QTY_TMP,,,
IAS_POS_MINUS_QTY_TMP,,,
IAS_POS_MINUS_RES_BILL_QTY_TMP,,,
IAS_POS_MINUS_STK_QTY_TMP,,,
IAS_POS_PAID_CASH_TMP,,,
IAS_POS_PAY_BILLS_OLD,,,
IAS_POS_PAY_CASH_TMP,,,
IAS_POS_RTBILL_PST_AUTO_TMP,,,
IAS_POS_RTBILL_PST_TMP,,,
IAS_POS_TRNSFR_MINUS_QTY_TMP,,,
IAS_PRD_CURR_DIFF,ÈíÇäÇÊ ÊÇÑíÎíÉ áÃÓÚÇÑ ÊÍæíá ÇáÚãáÇÊ ááÍÓÇÈÇÊ,بيانات تاريخية لأسعار تحويل العملات للحسابات,Historical data for currency conversion prices for accounts
IAS_PREQ_TYPES,ØáÈÇÊ ÇáÔÑÇÁ,طلبات الشراء,Purchase requests
IAS_PRICING_LEVELS,ãÓÊæíÇÊ ÇáÊÓÚíÑÉ,مستويات التسعيرة,Pricing levels
IAS_PRINT_BARCODE_TMP,,,
IAS_PRIV_ACTVTY,,,
IAS_PRIV_AP,ÕáÇÍíÇÊ ÃäæÇÚ ÇáØáÈÇÊ æÇáÃæÇãÑ,صلاحيات أنواع الطلبات والأوامر,The powers of types of requests and orders
IAS_PRIV_AR,ÕáÇÍíÇÊ ÃäæÇÚ äÙÇã ÇáÚãáÇÁ,صلاحيات أنواع نظام العملاء,The powers of the customer system types
IAS_PRIV_COLLECTORS,ÕáÇÍíÇÊ ÇáãÍÕáíä,صلاحيات المحصلين,The powers of the congregation
IAS_PRIV_CR_CARD_TYPES,,,
IAS_PRIV_CUSTOMER,ÕáÇÍíÇÊ ÍÓÇÈÇÊ ÇáÚãáÇÁ,صلاحيات حسابات العملاء,Customer account powers
IAS_PRIV_CUSTOMER_TMP,,,
IAS_PRIV_DRIVERS,,,
IAS_PRIV_INV_TYPE,ÕáÇÍíÇÊ ÃäæÇÚ  ÇáÌÑÏ,صلاحيات أنواع  الجرد,The powers of the types of inventory
IAS_PRIV_NOTE_TYPES,ÕáÇÍíÇÊ ÇäæÇÚ ÇáÇÔÚÇÑÇÊ,صلاحيات انواع الاشعارات,The powers of the types of notifications
IAS_PRIV_PMAN,ÕáÇÍíÇÊ ãäÏæÈí ÇáãÔÊÑíÇÊ,صلاحيات مندوبي المشتريات,Procurement delegates powers
IAS_PRIV_PRICE,ÕáÇÍíÇÊ ãÓÊæíÇÊ ÇáÊÓÚíÑÉ,صلاحيات مستويات التسعيرة,Pricing levels of pricing
IAS_PRIV_PROJECTS,ÕáÇÍíÇÊ ÇáãÓÊÎÏãíä Úáì ÇáãÔÇÑíÚ,صلاحيات المستخدمين على المشاريع,Users powers on projects
IAS_PRIV_SMAN,ÕáÇÍíÇÊ ÇáãäÏæÈíä,صلاحيات المندوبين,The powers of the delegates
IAS_PRIV_STK_ADJST_TYPES,ÕáÇÍíÇÊ ÃäæÇÚ ÇáÊÓæíÇÊ ÇáãÎÒäíÉ,صلاحيات أنواع التسويات المخزنية,The powers of the types of warehouse settlements
IAS_PRIV_VENDOR,ÕáÇÍíÇÊ ÍÓÇÈÇÊ ÇáãæÑÏíä,صلاحيات حسابات الموردين,Suppliers of suppliers accounts
IAS_PRM_COMM_TMP,ÚãæáÇÊ ÇáãäÏæÈíä - ãÄÞÊ,عمولات المندوبين - مؤقت,Delegate commissions - temporary
IAS_PRM_COM_CALC_DTL,,,
IAS_PRM_COM_CALC_MST,,,
IAS_PRM_COM_STP_DTL,,,
IAS_PRM_COM_STP_MST,,,
IAS_PRM_CST,,,
IAS_PRM_ITM,,,
IAS_PRM_RGN,ÑÈØ ÇáãÓæÞíä ÈÇáãäÇØÞ,ربط المسوقين بالمناطق,Connect marketers with the regions
IAS_PROJECTS,Ïáíá ÇáãÔÇÑíÚ,دليل المشاريع,Project guide
IAS_PROJECTS_GROUP,ãÌãæÚÉ ÇáãÔÇÑíÚ,مجموعة المشاريع,Projects group
IAS_PROMOTERS,,,
IAS_PROMOTERS_PRV,,,
IAS_PROMOTERS_TMP_K,,,
IAS_PROMOTER_SIGNS,ÊæÞíÚÇÊ ÇáãÓæÞ,توقيعات المسوق,Signatures of the marketer
IAS_PROMOTER_TYPES,ÇäæÇÚ ÇáãÓæÞíä,انواع المسوقين,Types of marketers
IAS_PROVINCES,ÈíÇäÇÊ ÇáãÍÇÝÙÇÊ,بيانات المحافظات,Governorate data
IAS_PRPRTN_DATA_TMP,,,
IAS_PRQST_AUTO_DTL,,,
IAS_PRQST_AUTO_MST,ØáÈ ÇáÔÑÇÁ ÇáÂáí ÊÝÕíáí,طلب الشراء الآلي تفصيلي,Automated purchase request
IAS_PRQST_AUTO_MST_OLD,,,
